,provincia,coste,duration,prec,tmed,velmedia,presmed,sol
215,GIRONA,1724.0,1,10.95,12.625,2.2333333333333334,907.275,2.8
216,MADRID,1552.0,1,1.525,9.372727272727271,2.4,903.825,5.2
217,MURCIA,818.0,1,0.0111111111111111,17.9,2.1333333333333333,980.2583333333334,9.37142857142857
218,SEGOVIA,676.0,1,14.5,6.65,2.65,853.325,0.3
219,TARRAGONA,11456.0,2,7.55,16.75,3.975,1002.9875,6.075
220,MADRID,700.0,1,2.0416666666666665,11.572727272727272,2.56,912.705,4.75
221,CIUDAD REAL,3237.0,1,0.0,17.2,1.1,939.7166666666667,10.566666666666666
222,BURGOS,957.0,1,0.3,16.925,3.125,917.6875,10.0
223,CACERES,12150.0,1,10.86,14.02,3.94,967.0375,3.6666666666666665
224,CIUDAD REAL,12246.0,1,3.84,12.98,3.04,936.8499999999999,5.833333333333333
225,HUESCA,11193.0,1,24.025,13.95,3.05,911.2166666666668,1.4
226,LA RIOJA,179.0,1,0.1,18.7,6.4,962.5,1.1
227,NAVARRA,3373.0,1,17.560000000000002,15.82,5.375,961.375,1.0
228,VALENCIA,1166.0,1,4.933333333333334,19.5,2.84,974.3166666666667,5.025
229,ZARAGOZA,11827.0,1,9.76,16.68,3.82,953.025,2.5
230,TERUEL,419.0,1,0.775,14.45,2.275,924.0166666666668,8.299999999999999
231,VALLADOLID,480.0,1,4.5,9.3,4.449999999999999,920.375,4.85
232,MADRID,29222.0,1,0.0,19.27272727272728,3.76,910.4549999999999,9.583333333333334
233,ALICANTE,2765.0,1,56.25,16.2,3.266666666666666,1011.8833333333334,0.0999999999999999
234,ARABA,1345809.0,1,53.9,19.85,2.5,959.125,5.5
235,BURGOS,75314.0,1,0.025,16.65,2.1,921.55,9.95
236,CUENCA,10197.0,1,19.125,11.725,2.833333333333333,918.8875,0.1
237,ILLES BALEARS,20851.0,1,0.2799999999999999,17.259999999999998,3.37,1015.9083333333333,9.05
238,MADRID,89910.0,1,2.1041666666666665,15.75,2.22,911.4275,5.175
239,MALAGA,28032.0,1,5.883333333333333,19.3,2.7416666666666667,1008.5916666666666,7.425
